Phân loại;Quận;Phường;Khu vực;Vị trí cụ thể;Điểm đầu;;
"	
Khu vực sạt lở";Xã Bến Hiên;Xã Bến Hiên;Xã Bến Hiên;Xã Bến Hiên;15.84932512, 107.6553715;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.8081163, 107.2379655;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.80880776, 107.2367122;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.80351279, 107.2369467;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.92785752, 107.5244005;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.92809943, 107.5234472;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.92807062, 107.5226814;;
"	
Khu vực sạt lở";Xã Bến Hiên;Xã Bến Hiên;Xã Bến Hiên;Xã Bến Hiên;15.8642839, 107.7482715;;
"	
Khu vực sạt lở";Xã Bến Hiên;Xã Bến Hiên;Xã Bến Hiên;Xã Bến Hiên;15.85897165, 107.720388;;
"	
Khu vực sạt lở";Xã Bến Hiên;Xã Bến Hiên;Xã Bến Hiên;Xã Bến Hiên;15.85738461, 107.7093912;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.7674994, 107.3043492;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.77103309, 107.3072116;;
"	
Khu vực sạt lở";Xã Thượng Đức;Xã Thượng Đức;Xã Thượng Đức;Xã Thượng Đức;15.85912475, 107.8744232;;
"	
Khu vực sạt lở";Xã Việt An;Xã Việt An;Xã Việt An;Xã Việt An;15.5049887, 108.2109177;;
"	
Khu vực sạt lở";Xã Việt An;Xã Việt An;Xã Việt An;Xã Việt An;15.50654475, 108.209344;;
"	
Khu vực sạt lở";Xã Thượng Đức;Xã Thượng Đức;Xã Thượng Đức;Xã Thượng Đức;15.86368185, 107.8780059;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.94455352, 107.5646672;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.93986287, 107.5513575;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.93927205, 107.5584764;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.94030351, 107.5546538;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.94057608, 107.5553537;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.94078642, 107.5565582;;
"	
Khu vực sạt lở";Xã La Êê;Xã La Êê;Xã La Êê;Xã La Êê;15.68154431, 107.3361343;;
"	
Khu vực sạt lở";Xã Sông Vàng;Xã Sông Vàng;Xã Sông Vàng;Xã Sông Vàng;15.96805197, 107.9515318;;
"	
Khu vực sạt lở";Xã Nam Giang;Xã Nam Giang;Xã Nam Giang;Xã Nam Giang;15.70902703, 107.4948222;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.90828168, 107.5366062;;
"	
Khu vực sạt lở";Xã Sông Kôn;Xã Sông Kôn;Xã Sông Kôn;Xã Sông Kôn;15.95958741, 107.7568687;;
"	
Khu vực sạt lở";Xã Bến Hiên;Xã Bến Hiên;Xã Bến Hiên;Xã Bến Hiên;15.87303455, 107.7836602;;
"	
Khu vực sạt lở";Xã Nam Giang;Xã Nam Giang;Xã Nam Giang;Xã Nam Giang;15.72907447, 107.4652964;;
"	
Khu vực sạt lở";Xã Nam Giang;Xã Nam Giang;Xã Nam Giang;Xã Nam Giang;15.72687556, 107.4867257;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.6588185, 107.812123;;
"	
Khu vực sạt lở";Xã Nam Giang;Xã Nam Giang;Xã Nam Giang;Xã Nam Giang;15.66328907, 107.4955598;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.78594663, 107.2584694;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.75945638, 107.2766697;;
"	
Khu vực sạt lở";Xã Hà Nha;Xã Hà Nha;Xã Hà Nha;Xã Hà Nha;15.83472225, 107.9842588;;
"	
Khu vực sạt lở";Xã Hà Nha;Xã Hà Nha;Xã Hà Nha;Xã Hà Nha;15.83946769, 108.0009331;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.79452658, 107.374596;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.77704308, 107.3696938;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.34752265, 108.2239847;;
"	
Khu vực sạt lở";Xã Tây Giang;Xã Tây Giang;Xã Tây Giang;Xã Tây Giang;15.7978559, 107.5787593;;
"	
Khu vực sạt lở";Xã Tây Giang;Xã Tây Giang;Xã Tây Giang;Xã Tây Giang;15.80455765, 107.5674227;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.36962983, 108.2414833;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.36919711, 108.2404582;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.37075863, 108.2423789;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.37180644, 108.2429483;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.37242089, 108.2430794;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.37203385, 108.2416072;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.94278529, 107.5707332;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.94809442, 107.5593258;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.94986547, 107.5636189;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.75722647, 107.2800931;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.74207165, 107.2587407;;
"	
Khu vực sạt lở";Xã Đông Giang;Xã Đông Giang;Xã Đông Giang;Xã Đông Giang;15.9042649, 107.6332564;;
"	
Khu vực sạt lở";Xã Bến Hiên;Xã Bến Hiên;Xã Bến Hiên;Xã Bến Hiên;15.85411344, 107.654327;;
"	
Khu vực sạt lở";Xã Đông Giang;Xã Đông Giang;Xã Đông Giang;Xã Đông Giang;15.8640455, 107.6541047;;
"	
Khu vực sạt lở";Xã Bến Hiên;Xã Bến Hiên;Xã Bến Hiên;Xã Bến Hiên;15.86646415, 107.6519529;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.83605905, 107.2884499;;
"	
Khu vực sạt lở";DNG_Phường Hải Châu;DNG_Phường Hải Châu;Phường Hải Châu;Phường Hải Châu;15.71460158, 107.8942184;;
"	
Khu vực sạt lở";DNG_Phường Hải Châu;DNG_Phường Hải Châu;Phường Hải Châu;Phường Hải Châu;15.71010233, 107.8976729;;
"	
Khu vực sạt lở";DNG_Phường Hải Châu;DNG_Phường Hải Châu;Phường Hải Châu;Phường Hải Châu;15.70488095, 107.9032643;;
"	
Khu vực sạt lở";DNG_Phường Hải Châu;DNG_Phường Hải Châu;Phường Hải Châu;Phường Hải Châu;15.68678424, 107.9187875;;
"	
Khu vực sạt lở";DNG_Phường Hải Châu;DNG_Phường Hải Châu;Phường Hải Châu;Phường Hải Châu;15.69116601, 107.9144755;;
"	
Khu vực sạt lở";DNG_Phường Hải Châu;DNG_Phường Hải Châu;Phường Hải Châu;Phường Hải Châu;15.68958452, 107.9148867;;
"	
Khu vực sạt lở";DNG_Phường Hải Châu;DNG_Phường Hải Châu;Phường Hải Châu;Phường Hải Châu;15.68761397, 107.9141878;;
"	
Khu vực sạt lở";DNG_Phường Hải Châu;DNG_Phường Hải Châu;Phường Hải Châu;Phường Hải Châu;15.69555306, 107.9243632;;
"	
Khu vực sạt lở";DNG_Phường Hải Châu;DNG_Phường Hải Châu;Phường Hải Châu;Phường Hải Châu;15.69835613, 107.9282341;;
"	
Khu vực sạt lở";DNG_Phường Hải Châu;DNG_Phường Hải Châu;Phường Hải Châu;Phường Hải Châu;15.6971634, 107.9291022;;
"	
Khu vực sạt lở";DNG_Phường Hải Châu;DNG_Phường Hải Châu;Phường Hải Châu;Phường Hải Châu;15.69574415, 107.9281977;;
"	
Khu vực sạt lở";DNG_Phường Hải Châu;DNG_Phường Hải Châu;Phường Hải Châu;Phường Hải Châu;15.69496715, 107.929019;;
"	
Khu vực sạt lở";DNG_Phường Hải Châu;DNG_Phường Hải Châu;Phường Hải Châu;Phường Hải Châu;15.69393696, 107.9294205;;
"	
Khu vực sạt lở";DNG_Phường Hải Châu;DNG_Phường Hải Châu;Phường Hải Châu;Phường Hải Châu;15.69113591, 107.9316979;;
"	
Khu vực sạt lở";Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;15.48638025, 107.8324206;;
"	
Khu vực sạt lở";Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;15.43572246, 107.7814919;;
"	
Khu vực sạt lở";Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;15.53014978, 107.8185604;;
"	
Khu vực sạt lở";Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;15.45629481, 107.823918;;
"	
Khu vực sạt lở";Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;15.48835807, 107.8304151;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.93928647, 107.5479868;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.94088989, 107.5497953;;
"	
Khu vực sạt lở";Xã Thu Bồn;Xã Thu Bồn;Xã Thu Bồn;Xã Thu Bồn;15.77285114, 108.1053067;;
"	
Khu vực sạt lở";Xã Bến Hiên;Xã Bến Hiên;Xã Bến Hiên;Xã Bến Hiên;15.88285192, 107.8051651;;
"	
Khu vực sạt lở";Xã Trà My;Xã Trà My;Xã Trà My;Xã Trà My;15.29351685, 108.1873603;;
"	
Khu vực sạt lở";Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;15.49410927, 107.8226836;;
"	
Khu vực sạt lở";Xã Sông Kôn;Xã Sông Kôn;Xã Sông Kôn;Xã Sông Kôn;15.97059655, 107.8123114;;
"	
Khu vực sạt lở";Xã Sông Kôn;Xã Sông Kôn;Xã Sông Kôn;Xã Sông Kôn;15.99364147, 107.8109632;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.66063078, 107.6646725;;
"	
Khu vực sạt lở";Xã Phước Năng;Xã Phước Năng;Xã Phước Năng;Xã Phước Năng;15.41188157, 107.7654265;;
"	
Khu vực sạt lở";Phường An Hải;Phường An Hải;Phường An Hải;Phường An Hải;15.36433036, 107.7556247;;
"	
Khu vực sạt lở";Phường An Hải;Phường An Hải;Phường An Hải;Phường An Hải;15.34976607, 107.7521861;;
"	
Khu vực sạt lở";Phường An Hải;Phường An Hải;Phường An Hải;Phường An Hải;15.3436423, 107.7399177;;
"	
Khu vực sạt lở";Xã Phước Năng;Xã Phước Năng;Xã Phước Năng;Xã Phước Năng;15.40643374, 107.7590041;;
"	
Khu vực sạt lở";Xã Phước Năng;Xã Phước Năng;Xã Phước Năng;Xã Phước Năng;15.40222564, 107.7540992;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.25929382, 107.9072418;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.26099652, 107.9161137;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.27354591, 107.8849174;;
"	
Khu vực sạt lở";Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;Xã Phước Thành;15.27406172, 107.8861462;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.44080411, 108.1032085;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.44103235, 108.0981581;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.42831986, 108.0881169;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.44815405, 108.0990001;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.44341081, 108.0949071;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.45039697, 108.0956744;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.4447216, 108.0942927;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.45244719, 108.0989555;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.45531337, 108.0964967;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.45751047, 108.0945687;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.46275401, 108.0912068;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.46322498, 108.0887747;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.45067039, 108.0643451;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.4517799, 108.0714463;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.45703607, 108.0830316;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.45382491, 108.0636378;;
"	
Khu vực sạt lở";Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;Xã Phước Trà;15.46543608, 108.0728955;;
"	
Khu vực sạt lở";Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;Xã Khâm Đức;15.45579497, 107.8096605;;
"	
Khu vực sạt lở";Xã Tây Giang;Xã Tây Giang;Xã Tây Giang;Xã Tây Giang;15.87653844, 107.5225882;;
"	
Khu vực sạt lở";Xã Sông Kôn;Xã Sông Kôn;Xã Sông Kôn;Xã Sông Kôn;15.98026632, 107.8335946;;
"	
Khu vực sạt lở";Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;Xã Hùng Sơn;15.78096121, 107.2567423;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.92283109, 107.5710932;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.93203617, 107.5384105;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.93516285, 107.5425131;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.926834, 107.5274758;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.9359043, 107.5426889;;
"	
Khu vực sạt lở";Xã Avương;Xã Avương;Xã Avương;Xã Avương;15.93631085, 107.5426226;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.67466035, 107.6272977;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.67750565, 107.6316864;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.67812143, 107.6324036;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.67203404, 107.6514913;;
"	
Khu vực sạt lở";Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;Xã Bến Giằng;15.65461532, 107.6225303;;
"	
Khu vực sạt lở";Xã Đông Giang;Xã Đông Giang;Xã Đông Giang;Xã Đông Giang;15.91859304, 107.6573925;;
"	
Khu vực sạt lở";Xã Thạnh Mỹ;Xã Thạnh Mỹ;Xã Thạnh Mỹ;Xã Thạnh Mỹ;15.77450865, 107.8290781;;
"	
Khu vực sạt lở";Xã Thạnh Mỹ;Xã Thạnh Mỹ;Xã Thạnh Mỹ;Xã Thạnh Mỹ;15.77796376, 107.8324819;;
"	
Khu vực sạt lở";Xã Thạnh Mỹ;Xã Thạnh Mỹ;Xã Thạnh Mỹ;Xã Thạnh Mỹ;15.78212664, 107.8278957;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.31078245, 108.2940866;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.31183144, 108.3004671;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.30775284, 108.3088423;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.30761913, 108.3074918;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.11437047, 108.1168651;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.15138711, 108.1081011;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.29096705, 108.1238158;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.29031589, 108.1245417;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.29084881, 108.1251473;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.31287596, 108.1235493;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.31416846, 108.1234942;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.31647371, 108.1225829;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.3450818, 108.1619046;;
"	
Khu vực sạt lở";Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;Xã Trà Đốc;15.34433269, 108.1604324;;
"	
Khu vực sạt lở";Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;15.43842599, 108.2744089;;
"	
Khu vực sạt lở";Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;15.44169596, 108.2758669;;
"	
Khu vực sạt lở";Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;15.43804338, 108.2768311;;
"	
Khu vực sạt lở";Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;15.44789572, 108.2833299;;
"	
Khu vực sạt lở";Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;15.44790423, 108.2837399;;
"	
Khu vực sạt lở";Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;15.44804836, 108.2841128;;
"	
Khu vực sạt lở";Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;15.44799355, 108.2845694;;
"	
Khu vực sạt lở";Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;15.44792972, 108.2850072;;
"	
Khu vực sạt lở";Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;15.44769424, 108.285389;;
"	
Khu vực sạt lở";Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;15.44696412, 108.2838598;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.27120724, 108.0089005;;
"	
Khu vực sạt lở";Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;Xã Trà Leng;15.27118013, 108.0090122;;
"	
Khu vực sạt lở";Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;Xã Thạnh Bình;15.41829288, 108.2786404;;
"	
Khu vực sạt lở";Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;Xã Trà Liên;15.31075055, 108.2908366;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.24976446, 108.1182616;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.24782108, 108.1185398;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.24692755, 108.1161281;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.25108982, 108.1243138;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.25296983, 108.1396111;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.25339173, 108.1441918;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.25383379, 108.1454583;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.25371569, 108.1463799;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.25415559, 108.1508769;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.25057407, 108.1543376;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.24077378, 108.1706405;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.23948808, 108.1849106;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.10979839, 108.1938502;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.1095677, 108.1887516;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11231647, 108.1874329;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11265995, 108.1874146;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11494778, 108.1860583;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11515599, 108.1856584;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11549063, 108.1853982;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11477997, 108.1812294;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.1079099, 108.1823307;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.24823094, 108.0926777;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.24787876, 108.0919048;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.24614488, 108.0882361;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.23959639, 108.0765408;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.25893888, 108.1478173;;
"	
Khu vực sạt lở";Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;Xã Trà Tân;15.25967112, 108.147613;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.12129653, 108.1436742;;
"	
Khu vực sạt lở";Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;Xã Nam Trà My;15.11669542, 108.1445456;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.11101874, 108.1588602;;
"	
Khu vực sạt lở";Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;Xã Trà Vân;15.10667827, 108.1617224;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.15718468, 108.0994962;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.15367415, 108.1074229;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.15313094, 108.1093024;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.1524743, 108.1025835;;
"	
Khu vực sạt lở";Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;Xã Trà Tập;15.15151173, 108.0920492;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03572818, 108.0697713;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.03326594, 108.0497376;;
"	
Khu vực sạt lở";Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;Xã Trà Linh;15.0274019, 108.0398595;;
"	
Khu vực sạt lở";Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;Xã Lãnh Ngọc;15.42861614, 108.1571426;;
